# Target Sample Rate: 400 Hz
time,gFx,gFy,gFz,TgF
0.806368333,0.3029,0.7102,1.1294,1.368
0.812923073,0.3039,0.6746,1.1460,1.364
0.816175833,0.3175,0.6375,1.1519,1.354
0.823089792,0.3190,0.6174,1.1538,1.347
0.826769167,0.3229,0.5593,1.1582,1.326
0.831243281,0.3200,0.5441,1.1562,1.317
0.836174114,0.3058,0.5128,1.1450,1.291
0.840720573,0.2975,0.4869,1.1323,1.268
0.843312031,0.2858,0.4776,1.1245,1.255
0.846401458,0.2829,0.4679,1.1177,1.244
0.850643333,0.2647,0.4601,1.1020,1.223
0.853374635,0.2520,0.4523,1.0961,1.212
0.858131875,0.2301,0.4459,1.0883,1.198
0.860789531,0.2164,0.4459,1.0771,1.186
0.863413646,0.2042,0.4425,1.0741,1.180
0.868098333,0.1915,0.4483,1.0649,1.171
0.872872448,0.1759,0.4527,1.0380,1.146
0.875378906,0.1607,0.4493,1.0243,1.130
0.880962656,0.1548,0.4498,1.0097,1.116
0.884595677,0.1416,0.4567,0.9852,1.095
0.888149479,0.1348,0.4488,0.9579,1.066
0.892840677,0.1182,0.4483,0.9281,1.037
0.89975875,0.1084,0.4469,0.9168,1.026
0.902469583,0.0947,0.4483,0.8885,1.000
0.906197292,0.0884,0.4508,0.8802,0.993
0.913694219,0.0791,0.4464,0.8665,0.978
0.916933021,0.0571,0.4571,0.8435,0.961
0.92140151,0.0547,0.4542,0.8391,0.956
0.924835677,0.0458,0.4606,0.8279,0.948
0.929919271,0.0439,0.4615,0.8186,0.941
0.932625625,0.0424,0.4674,0.8103,0.936
0.940786614,0.0444,0.4728,0.7937,0.925
0.948234167,0.0449,0.4708,0.7766,0.909
0.952120312,0.0444,0.4816,0.7556,0.897
0.956857604,0.0429,0.4884,0.7458,0.893
0.959383177,0.0419,0.4923,0.7414,0.891
0.962277969,0.0439,0.4977,0.7380,0.891
0.966896302,0.0439,0.5113,0.7346,0.896
0.971215469,0.0454,0.5206,0.7272,0.896
0.97391875,0.0424,0.5221,0.7297,0.898
0.977089167,0.0424,0.5339,0.7307,0.906
